%time,field.header.seq,field.header.stamp,field.header.frame_id,field.MX,field.MY,field.MZ,field.GX,field.GY,field.GZ,field.AX,field.AY,field.AZ
1474475614733616442,2787,1474475614635734447,imu,0.3337,0.3513,-0.158,0.0359537825911,0.0631809189222,0.0959931088597,-0.91790244,-9.89294852,0.32165812
1474475614826027275,2788,1474475614733616863,imu,0.337,0.3485,-0.1573,0.0230383461263,0.0652753140246,0.0738274273594,-0.92574776,-9.9243298,0.5491724
1474475614926976810,2789,1474475614831648842,imu,0.3403,0.3468,-0.1571,0.0275762021815,0.0598647933434,0.0581194640914,-0.8629852,-9.83018596,0.42364728
1474475615027814741,2790,1474475614934381758,imu,0.3418,0.3428,-0.1544,0.0226892802759,0.0572467994654,0.046425758103,-1.19248864,-9.6889702,0.41580196
1474475615128432696,2791,1474475615032475330,imu,0.3426,0.3417,-0.1523,0.0178023583703,0.0504400153826,0.0296705972839,-0.75315072,-9.87725788,0.40011132
1474475615229278592,2792,1474475615130217851,imu,0.3448,0.3411,-0.1526,0.00733038285838,0.0439822971503,0.0157079632679,-0.98851032,-9.90863916,0.36873004
1474475615334719917,2793,1474475615233601916,imu,0.3457,0.3406,-0.1522,0.0013962634016,0.0436332312999,0.00663225115758,-0.8629852,-9.86156724,0.48640984
1474475615425258885,2794,1474475615331602036,imu,0.3481,0.3406,-0.1515,-0.0013962634016,0.0425860337487,-0.00453785605519,-0.99635564,-10.07339088,0.42364728
1474475615525843141,2795,1474475615429490147,imu,0.3484,0.3416,-0.1519,-0.0125663706144,0.0410152374219,-0.0164060949687,-0.91005712,-10.1596894,0.36088472
1474475615628374372,2796,1474475615527152085,imu,0.3503,0.3448,-0.1505,-0.0204203522483,0.0380481776935,-0.0314159265359,-0.72176944,-10.0420096,0.25105024
1474475615718997701,2797,1474475615629996721,imu,0.3544,0.3459,-0.1503,-0.0237364778271,0.0289724655831,-0.0233874119767,-0.64331624,-10.02631896,0.25889556
1474475615822521713,2798,1474475615728092799,imu,0.3497,0.3444,-0.146,-0.0282743338823,0.0265290046303,-0.0207694180987,-1.31801376,-9.79880468,0.26674088
1474475615923088092,2799,1474475615826017384,imu,0.3469,0.3453,-0.1442,-0.0298451302091,0.0258308729295,0.000698131700798,-0.94928372,-9.78311404,-0.04707192
1474475616018388610,2800,1474475615928468612,imu,0.3469,0.3446,-0.1408,-0.0289724655831,0.0219911485751,-0.00191986217719,-0.9414384,-9.6889702,0.03138128
1474475616130012771,2801,1474475616026097090,imu,0.3475,0.3442,-0.1399,-0.0356047167407,0.0204203522483,0.0115191730632,-0.54132708,-9.8458766,0.14121576
1474475616220476967,2802,1474475616126203698,imu,0.3487,0.3444,-0.1379,-0.0368264472171,0.0129154364648,0.0303687289847,-0.7453054,-9.78311404,0.1569064
1474475616323153758,2803,1474475616221656347,imu,0.3495,0.3446,-0.1383,-0.0403171057211,0.0108210413624,0.0478220215046,-1.0591182,-9.6497436,0.0784532
1474475616418253021,2804,1474475616324485459,imu,0.351,0.3439,-0.1365,-0.0375245789179,0.0195476876223,0.0446804288511,-0.7060788,-9.86941256,-0.1569064
1474475616518907130,2805,1474475616422218826,imu,0.3555,0.3443,-0.1339,-0.0432841654495,0.0153588974176,0.0485201532054,-0.97281968,-9.75957808,-0.01569064
1474475616621820526,2806,1474475616520070724,imu,0.3579,0.3461,-0.1343,-0.0359537825911,0.0198967534727,0.0275762021815,-1.11403544,-9.69681552,0.09414384
1474475616713416183,2807,1474475616622642695,imu,0.3607,0.3473,-0.1311,-0.0333357887131,0.0160570291183,-0.00488692190558,-1.2160246,-9.56344508,-0.01569064
1474475616817470139,2808,1474475616720318478,imu,0.3645,0.3496,-0.1308,-0.0240855436775,0.0181514242207,-0.0261799387799,-0.60408964,-9.70466084,-0.00784532
1474475616918276783,2809,1474475616817836320,imu,0.3601,0.3481,-0.1305,-0.0293215314335,0.0174532925199,-0.0453785605519,-1.04342756,-9.90863916,-0.6276256
1474475617012359890,2810,1474475616916015996,imu,0.3595,0.349,-0.1287,-0.0164060949687,0.0153588974176,-0.0581194640914,-1.2552512,-9.87725788,-0.38442068
1474475617113734241,2811,1474475617019001479,imu,0.358,0.3515,-0.1286,-0.0191986217719,0.012217304764,-0.074351026135,-0.81591328,-10.05770024,-0.80806796
1474475617207433067,2812,1474475617118744827,imu,0.3546,0.3544,-0.1263,-0.0174532925199,0.00872664625997,-0.0771435529381,-0.7453054,-9.86941256,-0.32950344
1474475617318142054,2813,1474475617214856276,imu,0.3525,0.3542,-0.1266,-0.0125663706144,0.0,-0.0839503370209,-0.32950344,-9.73604212,0.10983448
1474475617412098205,2814,1474475617322606383,imu,0.3502,0.3585,-0.126,-0.0160570291183,-0.00907571211037,-0.0830776723949,-0.80022264,-9.74388744,0.196133
1474475617516171795,2815,1474475617415766562,imu,0.3469,0.36,-0.1254,-0.0247836753783,-0.0136135681656,-0.0771435529381,-0.59624432,-9.6497436,-0.32165812
1474475617608580617,2816,1474475617513716810,imu,0.3428,0.361,-0.1251,-0.0275762021815,-0.0226892802759,-0.0701622359302,-0.16475172,-9.70466084,-0.32950344
1474475617709231866,2817,1474475617611253651,imu,0.3394,0.3623,-0.1243,-0.0403171057211,-0.0200712863979,-0.055152404363,-0.48640984,-9.69681552,0.0784532
1474475617803722055,2818,1474475617715443289,imu,0.3404,0.3657,-0.1224,-0.0485201532054,-0.0200712863979,-0.0544542726622,-0.83944924,-9.81449532,-0.98851032
1474475617916398043,2819,1474475617812061173,imu,0.3388,0.3663,-0.1208,-0.0446804288511,-0.0345575191895,-0.0408407044967,0.25105024,-9.4536106,-0.10198916
1474475618017337532,2820,1474475617921088996,imu,0.3348,0.3692,-0.1185,-0.0527089434102,-0.0265290046303,-0.0340339204139,-1.01204628,-9.71250616,-0.980665
1474475618107910069,2821,1474475618012128213,imu,0.3307,0.3659,-0.1167,-0.0511381470834,-0.0164060949687,-0.0216420827247,-0.13337044,-9.50852784,-0.63547092
1474475618200973278,2822,1474475618111796373,imu,0.3369,0.3732,-0.115,-0.0511381470834,-0.0204203522483,-0.0157079632679,-0.32950344,-9.70466084,-0.83944924
1474475618306160482,2823,1474475618207756392,imu,0.3315,0.3712,-0.114,-0.046425758103,-0.0111701072128,0.00314159265359,0.10983448,-9.50068252,-0.6668522
1474475618400424616,2824,1474475618312092903,imu,0.3328,0.3711,-0.1125,-0.0366519142919,0.000698131700798,0.0233874119767,0.18828768,-9.50852784,-0.53348176
1474475618501037269,2825,1474475618408367594,imu,0.3294,0.3682,-0.1111,-0.0244346095279,0.00488692190558,0.0429350995991,-0.14906108,-9.74388744,-0.38442068
1474475618595668363,2826,1474475618506338375,imu,0.329,0.3671,-0.108,-0.0183259571459,0.0,0.0694641042294,-0.10983448,-9.99493768,-0.42364728
1474475618706338819,2827,1474475618604383071,imu,0.332,0.3658,-0.1078,-0.014835298642,0.00558505360638,0.0851720674973,-0.22751428,-9.94002044,-0.392266
1474475618808376220,2828,1474475618707369005,imu,0.3344,0.3641,-0.1067,-0.00698131700798,0.00907571211037,0.104370689269,-0.40011132,-10.1204628,-0.51779112
1474475618898916775,2829,1474475618805395652,imu,0.3376,0.3623,-0.1082,-0.00488692190558,-0.000349065850399,0.102276294167,-0.3530394,-9.97924704,-0.68254284
1474475618999529293,2830,1474475618903885167,imu,0.3412,0.3603,-0.1077,-0.0129154364648,-0.00244346095279,0.0952949771589,-0.6276256,-9.9243298,-0.64331624
1474475619094368213,2831,1474475619007522370,imu,0.3466,0.3588,-0.1059,-0.0129154364648,-0.00506145483078,0.0820304748437,-0.79237732,-10.06554556,-0.45502856
1474475619197950356,2832,1474475619103607402,imu,0.3513,0.357,-0.1056,-0.0181514242207,-0.00506145483078,0.0694641042294,-0.784532,-10.01847364,-0.68254284
1474475619298571376,2833,1474475619201551655,imu,0.3543,0.3565,-0.1047,-0.0268780704807,-0.00349065850399,0.0504400153826,-1.05127288,-10.0812362,-0.20397832
1474475619403472131,2834,1474475619299983208,imu,0.3573,0.3562,-0.1047,-0.0321140582367,0.00349065850399,0.0394444410951,-0.91790244,-9.94002044,-0.29027684
1474475619504738325,2835,1474475619403060098,imu,0.3592,0.3586,-0.1043,-0.0417133691227,0.0115191730632,0.0286233997327,0.18828768,-9.9635564,-1.0983448
1474475619595293416,2836,1474475619501447484,imu,0.3664,0.3626,-0.1066,-0.0216420827247,0.00767944870878,0.00733038285838,-1.6082906,-11.24234356,-1.65536252
1474475619705957616,2837,1474475619603216756,imu,0.3664,0.3562,-0.107,-0.0216420827247,0.0169296937443,-0.0111701072128,-1.569064,-10.0420096,-0.10983448
1474475619796707024,2838,1474475619702393086,imu,0.3555,0.3555,-0.1022,-0.0181514242207,0.0233874119767,-0.0331612557879,-0.12552512,-10.28521452,-1.12972608
1474475619897448808,2839,1474475619800451828,imu,0.3525,0.3554,-0.1005,-0.0233874119767,0.0136135681656,-0.0425860337487,-0.95712904,-9.86941256,-0.7060788
1474475619998095311,2840,1474475619898509631,imu,0.3556,0.3589,-0.0988,-0.0233874119767,0.00802851455917,-0.0523598775598,-0.6668522,-9.68112488,-0.94928372
1474475620098866737,2841,1474475619998429620,imu,0.3495,0.3575,-0.0982,-0.0132645023152,-0.00279252680319,-0.0537561409614,-0.85513988,-9.39084804,-1.19248864
1474475620191732758,2842,1474475620098526675,imu,0.348,0.3595,-0.0964,-0.00628318530718,-0.0143116998664,-0.0488692190558,-1.02773692,-9.81449532,-1.18464332
1474475620294332509,2843,1474475620196236722,imu,0.346,0.3618,-0.0962,-0.00767944870878,-0.0207694180987,-0.0572467994654,-0.5491724,-10.01062832,-1.19248864
1474475620401196853,2844,1474475620294050742,imu,0.3449,0.3627,-0.0956,-0.00279252680319,-0.0397935069455,-0.0659734457254,-0.76884136,-9.62620764,-1.2552512
1474475620491724627,2845,1474475620398437241,imu,0.3415,0.3638,-0.0954,-0.00558505360638,-0.0439822971503,-0.068242373753,-1.0983448,-9.90863916,-1.24740588
1474475620586892227,2846,1474475620495153930,imu,0.3393,0.3658,-0.0972,-0.00977384381117,-0.0511381470834,-0.0816814089933,-0.75315072,-9.42222932,-1.30232312
1474475620687651718,2847,1474475620592706514,imu,0.3362,0.3683,-0.0985,-0.00453785605519,-0.0555014702134,-0.0851720674973,-0.76099604,-9.77526872,-0.96497436
1474475620798308098,2848,1474475620695160057,imu,0.3345,0.372,-0.1003,-0.00383972435439,-0.0642281164734,-0.0624827872214,-0.83944924,-9.80665,-0.92574776
1474475620890386086,2849,1474475620793424470,imu,0.3336,0.3742,-0.1049,-0.00628318530718,-0.0558505360638,-0.0338593874887,-0.09414384,-9.89294852,-1.01204628
1474475620992978293,2850,1474475620893126328,imu,0.333,0.3749,-0.1052,-0.00401425727959,-0.0511381470834,-0.0169296937443,-0.196133,-10.05770024,-1.15326204
1474475621085694567,2851,1474475620989055792,imu,0.3315,0.3752,-0.1075,-0.00244346095279,-0.051661745859,0.00383972435439,-0.61193496,-9.7674234,-0.9414384
1474475621186302734,2852,1474475621092143261,imu,0.3327,0.3756,-0.1082,0.00314159265359,-0.0561996019142,0.0233874119767,-0.46287388,-9.66543424,-1.08265416
1474475621289061948,2853,1474475621190896948,imu,0.3312,0.3744,-0.1092,0.00663225115758,-0.0555014702134,0.0394444410951,-0.63547092,-9.72035148,-1.07480884
1474475621390524175,2854,1474475621287642397,imu,0.3325,0.3733,-0.111,0.00506145483078,-0.0492182849062,0.0338593874887,-0.6276256,-9.73604212,-1.15326204
1474475621481375388,2855,1474475621390705513,imu,0.3344,0.3721,-0.1124,0.0125663706144,-0.0572467994654,0.0251327412287,-0.9414384,-9.47714656,-0.59624432
1474475621581999286,2856,1474475621488192172,imu,0.3343,0.3744,-0.1132,0.00977384381117,-0.056897733615,0.0136135681656,-0.40795664,-9.59482636,-1.27878716
1474475621674957622,2857,1474475621586204930,imu,0.3349,0.3726,-0.116,0.0132645023152,-0.0474729556542,-0.00279252680319,-0.05491724,-9.79880468,-1.08265416
1474475621781222800,2858,1474475621684058002,imu,0.3342,0.3723,-0.1188,0.0181514242207,-0.0460766922527,-0.0136135681656,-0.93359308,-9.69681552,-1.0591182
1474475621883509742,2859,1474475621786693768,imu,0.3328,0.372,-0.1191,0.00279252680319,-0.0345575191895,-0.00488692190558,-0.69823348,-9.48499188,-0.87083052
1474475621984105451,2860,1474475621884674382,imu,0.3328,0.3727,-0.1199,-0.00314159265359,-0.0324631240871,-0.00244346095279,0.30596748,-9.79095936,-0.30596748
1474475622084998537,2861,1474475621982711875,imu,0.3315,0.3727,-0.1187,-0.00977384381117,-0.00767944870878,0.000872664625997,-1.09049948,-9.67327956,-1.30232312
1474475622180647591,2862,1474475622085357032,imu,0.3318,0.3739,-0.1212,-0.0165806278939,0.00383972435439,-0.00820304748437,-0.72961476,-9.64189828,-1.02773692
1474475622271927045,2863,1474475622183960669,imu,0.3327,0.3733,-0.1201,-0.0153588974176,0.00628318530718,-0.00558505360638,-0.21182364,-9.44576528,-0.34519408
1474475622372545027,2864,1474475622281147595,imu,0.3314,0.3734,-0.1198,-0.014835298642,0.0204203522483,-0.00383972435439,-0.60408964,-9.7674234,-0.69038816
1474475622478853130,2865,1474475622378835559,imu,0.3311,0.3742,-0.1182,-0.00663225115758,0.0207694180987,-0.0153588974176,-0.41580196,-9.50068252,-0.64331624
1474475622573847977,2866,1474475622481397198,imu,0.331,0.3733,-0.1182,-0.000698131700798,0.0321140582367,-0.0240855436775,-0.45502856,-9.79095936,-1.10619012
1474475622675934575,2867,1474475622579353635,imu,0.3292,0.3754,-0.1172,0.0143116998664,0.0363028484415,-0.0403171057211,0.14121576,-9.65758892,0.14121576
1474475622776522026,2868,1474475622678095946,imu,0.3308,0.3759,-0.1171,0.0247836753783,0.0315904594611,-0.0165806278939,-0.392266,-10.1204628,-1.23171524
1474475622871286808,2869,1474475622780683355,imu,0.3288,0.3747,-0.118,0.0298451302091,0.0265290046303,-0.00314159265359,-0.02353596,-9.65758892,-0.52563644
1474475622971933840,2870,1474475622878024944,imu,0.3259,0.372,-0.1152,0.0315904594611,0.0375245789179,0.0216420827247,-0.25889556,-9.90079384,-0.49425516
1474475623074923157,2871,1474475622976185021,imu,0.325,0.3708,-0.1148,0.0307177948351,0.0272271363311,0.0394444410951,-0.44718324,-10.12830812,-0.99635564
1474475623175545300,2872,1474475623078787486,imu,0.3281,0.3686,-0.1156,0.0237364778271,0.0195476876223,0.0579449311662,-0.24320492,-9.83803128,-0.43933792
1474475623269075448,2873,1474475623176726316,imu,0.3292,0.3684,-0.1159,0.0169296937443,0.0183259571459,0.0642281164734,-0.3138128,-9.99493768,-0.68254284
1474475623371303179,2874,1474475623274423280,imu,0.3304,0.3645,-0.1137,0.0160570291183,0.0195476876223,0.0879645943005,-0.59624432,-9.9635564,-0.96497436
1474475623476119030,2875,1474475623372829253,imu,0.3327,0.363,-0.1139,0.00488692190558,0.0132645023152,0.0820304748437,-0.83944924,-10.01847364,-0.91005712
1474475623566630042,2876,1474475623475637707,imu,0.3365,0.3606,-0.1137,-0.00401425727959,0.0125663706144,0.0872664625997,-0.56486304,-9.95571108,-0.88652116
1474475623669389516,2877,1474475623573241705,imu,0.3399,0.3584,-0.1136,-0.013962634016,0.0174532925199,0.0834267382453,-1.10619012,-9.83018596,-0.96497436
1474475623771546732,2878,1474475623672009468,imu,0.3427,0.3563,-0.1119,-0.0191986217719,0.0186750229963,0.0598647933434,-0.87083052,-9.75173276,-0.92574776
1474475623863344485,2879,1474475623774556648,imu,0.3464,0.3568,-0.1122,-0.0286233997327,0.0157079632679,0.0356047167407,-1.23171524,-10.0812362,-1.2160246
1474475623963948186,2880,1474475623872261534,imu,0.3535,0.3599,-0.1142,-0.0261799387799,0.0233874119767,0.00593411945678,-1.27878716,-9.8851032,-1.67889848
1474475624068982554,2881,1474475623970562227,imu,0.3543,0.3612,-0.1123,-0.0282743338823,0.0223402144255,0.0013962634016,-1.30232312,-10.6304086,0.37657536
1474475624163240258,2882,1474475624068598022,imu,0.3538,0.3603,-0.1092,-0.0303687289847,0.0157079632679,-0.0153588974176,-1.14541672,-9.82234064,-1.19248864
1474475624264929098,2883,1474475624172007559,imu,0.351,0.3592,-0.1069,-0.0289724655831,0.0226892802759,-0.0356047167407,-1.15326204,-9.44576528,-1.7259704
1474475624365567146,2884,1474475624269758560,imu,0.3482,0.3596,-0.1033,-0.0261799387799,0.0157079632679,-0.0575958653158,-0.8629852,-9.39869336,-1.61613592
1474475624469135515,2885,1474475624368196685,imu,0.3434,0.3584,-0.0996,-0.0265290046303,0.0165806278939,-0.0764454212374,-0.72176944,-9.66543424,-1.2944778
1474475624571447460,2886,1474475624470428380,imu,0.3408,0.3622,-0.1016,-0.0331612557879,0.00663225115758,-0.10105456369,-0.91005712,-9.7281968,-1.30232312
1474475624661930733,2887,1474475624568447477,imu,0.3373,0.3641,-0.1012,-0.0345575191895,0.00558505360638,-0.11379546723,-0.76884136,-9.6889702,-1.19248864
1474475624762570127,2888,1474475624666653887,imu,0.334,0.3673,-0.1021,-0.0315904594611,-0.000349065850399,-0.11414453308,-0.392266,-9.69681552,-1.16895268
1474475624863140392,2889,1474475624764492508,imu,0.3325,0.3683,-0.0941,-0.0352556508903,0.0,-0.115191730632,-0.50210048,-9.66543424,-1.26309652
1474475624963886401,2890,1474475624867605732,imu,0.3281,0.3736,-0.096,-0.0314159265359,0.00628318530718,-0.102276294167,-0.22751428,-9.9635564,-1.31016844
1474475625067821806,2891,1474475624965081988,imu,0.3298,0.3807,-0.0976,-0.0282743338823,0.00872664625997,-0.0788888821901,-0.43933792,-9.7281968,-1.20033396
1474475625158397933,2892,1474475625063480768,imu,0.3251,0.3808,-0.0965,-0.0186750229963,0.00244346095279,-0.0363028484415,-0.0392266,-9.610517,-0.4314926
1474475625259784808,2893,1474475625165511771,imu,0.3293,0.3838,-0.0961,-0.0174532925199,-0.00244346095279,0.0102974425868,0.50210048,-9.90863916,-1.67105316
1474475625360876796,2894,1474475625263731805,imu,0.3268,0.3827,-0.0948,-0.00558505360638,-0.0115191730632,0.0383972435439,-0.80022264,-9.54775444,-0.83160392
1474475625451404541,2895,1474475625361113174,imu,0.3267,0.3821,-0.0955,0.00401425727959,-0.00767944870878,0.0659734457254,-0.14906108,-9.78311404,-0.96497436
1474475625565296182,2896,1474475625463622052,imu,0.3311,0.3792,-0.0948,0.00977384381117,-0.0183259571459,0.072605696883,-0.29812216,-10.12830812,-1.07480884
1474475625658918811,2897,1474475625561768009,imu,0.3341,0.3786,-0.0958,0.0195476876223,-0.0186750229963,0.0738274273594,-0.29812216,-9.9243298,-1.01204628
1474475625750535818,2898,1474475625659237175,imu,0.3344,0.3754,-0.0944,0.0303687289847,-0.0233874119767,0.0694641042294,-0.51779112,-9.73604212,-0.91005712
1474475625851129168,2899,1474475625756594959,imu,0.3365,0.3737,-0.0966,0.0240855436775,-0.0251327412287,0.0712094334814,-0.55701772,-9.80665,-1.12188076
1474475625955530304,2900,1474475625861949717,imu,0.3393,0.3723,-0.0998,0.0251327412287,-0.0315904594611,0.059515727493,-0.56486304,-9.48499188,-1.6475172
1474475626057570945,2901,1474475625957270506,imu,0.3363,0.3679,-0.0982,0.0251327412287,-0.0363028484415,0.0383972435439,-0.61978028,-9.93217512,-0.97281968
1474475626161300174,2902,1474475626054904651,imu,0.3351,0.3664,-0.0987,0.0160570291183,-0.0349065850399,0.00872664625997,-1.20817928,-9.80665,-1.34939504
1474475626266406825,2903,1474475626157968875,imu,0.3355,0.3657,-0.1008,0.00349065850399,-0.0328121899375,-0.0212930168743,-0.83160392,-9.73604212,-1.27094184
1474475626346895833,2904,1474475626257686230,imu,0.3351,0.3658,-0.1016,-0.00925024503557,-0.0328121899375,-0.0219911485751,-0.64331624,-9.75173276,-1.26309652
1474475626447826338,2905,1474475626354163967,imu,0.3318,0.3669,-0.0999,-0.0174532925199,-0.0307177948351,-0.0467748239534,-1.0591182,-9.62620764,-1.20817928
1474475626553522767,2906,1474475626452079610,imu,0.3302,0.3681,-0.1022,-0.0219911485751,-0.0251327412287,-0.049916416607,-0.71392412,-9.610517,-1.07480884
1474475626644076149,2907,1474475626559076707,imu,0.3284,0.3698,-0.1018,-0.0324631240871,-0.0230383461263,-0.0504400153826,-0.51779112,-9.72035148,-1.30232312
1474475626747972230,2908,1474475626652760746,imu,0.3265,0.3717,-0.1005,-0.0345575191895,-0.0164060949687,-0.0436332312999,-0.588399,-9.62620764,-1.42000292
1474475626848807690,2909,1474475626750656930,imu,0.3252,0.3738,-0.1006,-0.0331612557879,-0.0153588974176,-0.0390953752447,-0.6276256,-9.65758892,-1.59259996
1474475626942014721,2910,1474475626853491477,imu,0.3252,0.3753,-0.101,-0.0265290046303,-0.0111701072128,-0.0240855436775,-0.29027684,-9.86156724,-1.46707484
1474475627042704192,2911,1474475626951579992,imu,0.3282,0.3789,-0.1018,-0.0268780704807,-0.0146607657168,-0.00628318530718,-0.26674088,-9.35946676,-1.4513842
1474475627146666229,2912,1474475627049553121,imu,0.3299,0.3803,-0.1013,-0.0191986217719,-0.0216420827247,-0.00663225115758,-0.14121576,-9.56344508,-1.62398124
1474475627248144157,2913,1474475627147424563,imu,0.3266,0.38,-0.1007,-0.0178023583703,-0.0111701072128,-0.00453785605519,-1.05127288,-9.74388744,-1.70243444
1474475627343729938,2914,1474475627250478706,imu,0.3267,0.3787,-0.0997,-0.0136135681656,-0.0129154364648,0.013962634016,-0.93359308,-9.6497436,-1.65536252
1474475627444615777,2915,1474475627348154294,imu,0.3274,0.3791,-0.0999,-0.00628318530718,-0.0258308729295,0.0108210413624,0.07060788,-9.61836232,-1.03558224
1474475627545226728,2916,1474475627447766401,imu,0.329,0.3781,-0.1006,-0.00453785605519,-0.0143116998664,0.000872664625997,-1.39646696,-9.87725788,-1.77304232
1474475627650538861,2917,1474475627549086652,imu,0.3284,0.379,-0.0997,0.00174532925199,-0.0200712863979,0.00872664625997,-1.0591182,-9.47714656,-1.56121868
1474475627744129733,2918,1474475627646934956,imu,0.3277,0.3784,-0.1009,0.00593411945678,-0.0174532925199,0.0160570291183,0.01569064,-9.67327956,-1.38077632
1474475627834675820,2919,1474475627744779350,imu,0.3301,0.3788,-0.1019,0.0115191730632,-0.0153588974176,0.014835298642,-0.53348176,-9.59482636,-1.1375714
1474475627945733631,2920,1474475627842661859,imu,0.3306,0.3774,-0.1014,0.0146607657168,-0.00733038285838,0.0321140582367,-1.01204628,-9.85372192,-1.58475464
1474475628040047304,2921,1474475627945981183,imu,0.3272,0.3741,-0.1012,0.0204203522483,-0.00349065850399,0.0408407044967,-0.20397832,-9.81449532,-0.61978028
1474475628141006227,2922,1474475628043732816,imu,0.3276,0.3725,-0.1019,0.0111701072128,0.00349065850399,0.0373500459927,-0.36873004,-9.70466084,-1.24740588
1474475628241505388,2923,1474475628142026733,imu,0.3275,0.3708,-0.1029,0.012217304764,0.00802851455917,0.0368264472171,-0.45502856,-9.7674234,-1.20033396
1474475628332193433,2924,1474475628245039425,imu,0.3299,0.3695,-0.1024,0.014835298642,0.0125663706144,0.0258308729295,-0.71392412,-9.9635564,-1.2552512
1474475628432878861,2925,1474475628342233400,imu,0.3296,0.3694,-0.1032,0.00802851455917,0.0102974425868,0.0251327412287,-0.56486304,-9.72035148,-1.23956056
1474475628543587440,2926,1474475628440314328,imu,0.3299,0.3683,-0.1021,0.00593411945678,0.00244346095279,0.0204203522483,-0.88652116,-9.99493768,-1.26309652
1474475628634271000,2927,1474475628543498647,imu,0.3299,0.3682,-0.1015,0.00314159265359,0.00558505360638,0.00401425727959,-0.87867584,-9.86941256,-1.12972608
1474475628737788356,2928,1474475628641765787,imu,0.3312,0.3678,-0.1018,0.00488692190558,0.00698131700798,-0.0146607657168,-0.76099604,-9.82234064,-1.176798
1474475628830058248,2929,1474475628741935127,imu,0.3314,0.3694,-0.1033,-0.00191986217719,0.00628318530718,-0.0296705972839,-0.52563644,-9.91648448,-1.23171524
1474475628931723001,2930,1474475628837596432,imu,0.332,0.3728,-0.1031,-0.0160570291183,0.00994837673637,-0.0352556508903,-0.8629852,-9.86941256,-1.44353888
1474475629032270920,2931,1474475628941010757,imu,0.3338,0.3729,-0.1032,-0.0174532925199,0.012217304764,-0.0495673507566,-0.9022118,-9.9243298,-1.372931
1474475629128176188,2932,1474475629039512075,imu,0.3347,0.3754,-0.1034,-0.0153588974176,0.0115191730632,-0.048171087355,-0.56486304,-9.69681552,-5.67216636
1474475629238961680,2933,1474475629136682018,imu,0.3277,0.3738,-0.0996,-0.0265290046303,0.0226892802759,-0.0561996019142,-0.54132708,-9.90863916,-1.46707484
1474475629332380698,2934,1474475629240059905,imu,0.3239,0.3746,-0.097,-0.0268780704807,0.0254818070791,-0.0537561409614,-0.64331624,-9.72035148,-1.53768272
1474475629432996250,2935,1474475629337259201,imu,0.3219,0.3759,-0.0948,-0.0200712863979,0.0265290046303,-0.0558505360638,-0.43933792,-9.44576528,-1.7259704
1474475629524445555,2936,1474475629434909593,imu,0.3192,0.376,-0.0917,-0.0230383461263,0.0328121899375,-0.0530580092606,-0.65900688,-9.58698104,-1.4513842
1474475629631897606,2937,1474475629532937364,imu,0.3177,0.3773,-0.0916,-0.0153588974176,0.0383972435439,-0.0321140582367,-0.38442068,-9.79095936,-1.4121576
1474475629732500391,2938,1474475629635716757,imu,0.3174,0.3785,-0.0889,-0.00663225115758,0.0356047167407,-0.00506145483078,-0.07060788,-9.71250616,-1.40431228
1474475629823013101,2939,1474475629733104692,imu,0.3176,0.3778,-0.0867,-0.00488692190558,0.0394444410951,0.0298451302091,-0.10983448,-9.69681552,-1.32585908
1474475629934336875,2940,1474475629831103094,imu,0.3206,0.3783,-0.087,-0.00628318530718,0.0394444410951,0.056897733615,-0.5099458,-9.64189828,-1.4513842
1474475630028890785,2941,1474475629933582578,imu,0.3249,0.3775,-0.0846,0.00593411945678,0.0387463093943,0.0680678408278,-0.32165812,-9.51637316,-1.4906108
1474475630130404408,2942,1474475630031147537,imu,0.3318,0.3792,-0.0875,0.00401425727959,0.0363028484415,0.0712094334814,-0.4707192,-9.42222932,-1.10619012
1474475630220905269,2943,1474475630129213289,imu,0.3362,0.378,-0.0899,0.0183259571459,0.0272271363311,0.0698131700798,-0.45502856,-9.95571108,-1.50630144
1474475630322825072,2944,1474475630226794738,imu,0.3376,0.3763,-0.0904,0.0247836753783,0.0240855436775,0.0544542726622,-0.784532,-9.50068252,-1.15326204
1474475630418169617,2945,1474475630329382800,imu,0.3402,0.3751,-0.0898,0.0261799387799,0.0258308729295,0.0368264472171,-1.18464332,-9.71250616,-1.31016844
1474475630518944615,2946,1474475630427358776,imu,0.3391,0.3746,-0.0899,0.0373500459927,0.0146607657168,0.0186750229963,-0.2353596,-9.68112488,-1.77304232
1474475630624457738,2947,1474475630525649494,imu,0.3432,0.3732,-0.0913,0.0315904594611,0.00977384381117,-0.000349065850399,-0.65116156,-9.53990912,-0.71392412
1474475630716685006,2948,1474475630627633711,imu,0.3355,0.371,-0.0902,0.0408407044967,0.00593411945678,-0.0165806278939,-0.9022118,-9.8458766,-1.48276548
1474475630817296114,2949,1474475630725539326,imu,0.3351,0.3696,-0.0904,0.0315904594611,0.00174532925199,-0.0136135681656,-0.52563644,-9.99493768,-1.23171524
1474475630917966377,2950,1474475630823616783,imu,0.3347,0.3694,-0.0915,0.0363028484415,-0.00279252680319,-0.0240855436775,-0.55701772,-9.98709236,-1.2944778
1474475631019082786,2951,1474475630922548273,imu,0.3359,0.3704,-0.0942,0.0307177948351,-0.00907571211037,-0.00802851455917,-0.4707192,-9.94002044,-1.43569356
1474475631120113451,2952,1474475631024360957,imu,0.3337,0.3699,-0.0942,0.0328121899375,-0.0174532925199,0.00279252680319,-0.75315072,-9.74388744,-1.27094184
