%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1474475390560440229,1203,1465245039274226903,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475391516217735,1204,1465245040224850893,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475392501941031,1205,1465245041205147027,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475393508070358,1206,1465245042214751005,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475394514438000,1207,1465245043226691007,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475395550880197,1208,1465245044260427951,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475396556850996,1209,1465245045265445947,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475397502292707,1210,1465245046209943056,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475398548611373,1211,1465245047258752107,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475399494366909,1212,1465245048205431938,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475400551461429,1213,1465245049256679058,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475401568235371,1214,1465245050276272058,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475402574705055,1215,1465245051278211116,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475403550531223,1216,1465245052258903026,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475404547240203,1217,1465245053257752895,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475405543852794,1218,1465245054254187107,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475406489695737,1219,1465245055199625968,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475407517495723,1220,1465245056224375009,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475408503917589,1221,1465245057206538915,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475409510081765,1222,1465245058219667911,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475410506239717,1223,1465245059213583946,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475411523057438,1224,1465245060228425025,/gps,1,1,39.7178366667,2.58665833333,43.9,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
1474475412529136089,1225,1465245061236412048,/gps,1,1,39.7178366667,2.58665833333,43.8,0.7225,0.0,0.0,0.0,0.7225,0.0,0.0,0.0,2.89,1
