% frame a, frame b, inliers, ax, ay, az, aqx, aqy, aqz, aqw, bx, by, bz, bqx, bqy, bqz, bqw
239,443,220,-51.1404,-30.6673,-1.85373,-0.0374139,-0.277359,-0.810155,0.515092,-52.1215,-31.8898,-1.39275,-0.210612,0.0860489,0.602195,0.765245
231,383,34,-47.653,-29.8263,-1.53384,0.013167,0.249186,0.960059,0.126567,-48.3444,-29.9802,-1.87227,-0.146443,-0.0156585,0.180117,0.972557
226,388,138,-43.3806,-30.8839,-1.45738,0.00716656,0.230337,0.967382,0.105189,-44.8617,-30.0864,-1.67511,-0.158784,-0.0345794,-0.140662,0.97663
291,354,103,-48.2617,-45.151,2.84422,-0.0251091,0.129154,0.983598,0.12338,-48.4872,-45.3885,3.0088,0.0509503,0.150895,0.978526,0.13085
288,352,83,-46.288,-45.5642,3.08309,-0.00750358,0.132187,0.984343,0.11636,-46.5003,-45.909,2.96232,0.0121965,0.138989,0.988624,0.0561704
287,350,57,-45.8182,-45.5906,3.0721,0.0137362,0.100522,0.990349,0.0944235,-45.5359,-45.9437,2.86934,0.0388648,0.120604,0.991166,0.0391803
255,466,308,-46.486,-37.182,0.809893,-0.101874,-0.0233663,-0.0341183,0.993937,-45.4269,-36.7251,0.886512,-0.126384,-0.18088,-0.765271,0.604707
133,469,96,-47.1049,-40.8389,2.16615,-0.0780214,-0.075369,-0.0553723,0.992555,-46.392,-40.3773,1.8309,-0.0766344,-0.119842,-0.788558,0.598283
232,381,79,-48.0785,-29.6636,-1.64774,0.00436276,0.242701,0.9631,0.116255,-49.2462,-30.7109,-1.56614,-0.170255,0.051202,0.434283,0.883057
318,391,100,-43.1157,-30.9383,-1.47855,-0.159151,0.00303634,-0.112347,0.980836,-43.0868,-30.774,-1.6663,-0.103196,-0.0652551,-0.337285,0.933451
32,375,130,-49.1929,-34.7672,0.0857103,-0.0953796,0.193352,0.966025,0.142525,-50.3285,-34.7903,0.213978,-0.119056,0.0582334,0.601504,0.787799
124,368,262,-52.5331,-39.4653,1.21322,-0.0830725,-0.0896569,-0.252494,0.959848,-52.1902,-40.5422,1.55935,-0.0934082,0.0695939,0.62877,0.768817
26,463,123,-44.5166,-35.7416,0.593444,0.030371,0.195941,0.96974,0.142437,-44.7062,-34.6487,-0.0314343,-0.0819216,-0.17313,-0.751582,0.631221
313,456,245,-46.0857,-31.076,-1.49698,-0.168344,0.0601201,0.276,0.944388,-45.9097,-30.4892,-1.49001,-0.141163,-0.0885865,-0.241393,0.95601
44,435,52,-53.7069,-37.6635,0.722193,-0.0618738,-0.224975,-0.731051,0.641188,-54.5951,-38.9411,0.974674,-0.0956484,0.0303325,0.58898,0.801894
383,450,125,-48.3444,-29.9802,-1.87227,-0.146443,-0.0156585,0.180117,0.972557,-48.703,-29.8713,-1.74436,-0.161261,-0.0957893,-0.029646,0.981805
238,443,12,-51.0245,-30.4031,-1.90429,0.0222746,0.281192,0.841543,-0.460695,-52.1215,-31.8898,-1.39275,-0.210612,0.0860489,0.602195,0.765245
354,417,183,-48.4872,-45.3885,3.0088,0.0509503,0.150895,0.978526,0.13085,-48.0901,-45.1323,2.85274,0.0372952,0.154309,0.987319,-0.000165188
22,398,92,-41.8742,-36.5667,0.51913,0.0211187,0.174159,0.973622,0.145886,-42.2032,-35.4708,0.115637,-0.0739336,-0.121369,-0.770015,0.621997
138,335,148,-42.7039,-41.7224,1.88658,-0.0615909,0.0679788,-0.104035,0.990334,-41.4962,-41.0027,1.92651,-0.147396,-0.0891945,-0.762149,0.624058
160,324,110,-38.7997,-34.4624,-0.653171,0.0969891,0.199255,0.942248,0.251116,-39.9265,-33.3682,-0.887298,-0.184946,-0.097621,-0.648529,0.731898
386,454,8,-46.5159,-29.7474,-1.90087,-0.171723,-0.0359554,-0.0748863,0.981637,-46.7188,-30.2994,-1.60573,-0.175377,-0.110833,-0.148618,0.966888
382,450,223,-48.9939,-30.4463,-1.7399,-0.227626,0.0141508,0.288795,0.92983,-48.703,-29.8713,-1.74436,-0.161261,-0.0957893,-0.029646,0.981805
176,442,55,-51.6276,-32.3752,-1.24594,0.0580145,0.223599,0.852777,-0.468412,-52.5809,-33.5934,-0.564236,-0.148727,0.0323544,0.611436,0.776518
290,417,10,-47.5776,-45.2873,3.04303,0.0113681,0.135492,0.980078,0.144774,-48.0901,-45.1323,2.85274,0.0372952,0.154309,0.987319,-0.000165188
354,418,79,-48.4872,-45.3885,3.0088,0.0509503,0.150895,0.978526,0.13085,-48.9352,-45.1345,2.94327,0.0227428,0.128138,0.987356,0.0905058
233,448,44,-48.7661,-29.6214,-1.76257,0.00355423,0.235333,0.963636,0.126533,-49.9351,-29.8857,-2.03018,-0.167603,-0.098001,0.0789855,0.977787
97,396,112,-41.4603,-34.9191,-0.186796,0.018501,0.162813,0.976805,0.137849,-41.8615,-33.7089,-0.419405,-0.118286,-0.220171,-0.713262,0.654821
386,455,9,-46.5159,-29.7474,-1.90087,-0.171723,-0.0359554,-0.0748863,0.981637,-46.2565,-30.4611,-1.56863,-0.170812,-0.0784026,-0.143422,0.971651
228,455,81,-45.277,-30.4219,-1.4672,0.0395198,0.242961,0.960386,0.13064,-46.2565,-30.4611,-1.56863,-0.170812,-0.0784026,-0.143422,0.971651
228,454,143,-45.277,-30.4219,-1.4672,0.0395198,0.242961,0.960386,0.13064,-46.7188,-30.2994,-1.60573,-0.175377,-0.110833,-0.148618,0.966888
177,442,90,-51.7788,-32.8024,-1.06625,0.00705399,0.234743,0.840536,-0.488206,-52.5809,-33.5934,-0.564236,-0.148727,0.0323544,0.611436,0.776518
96,396,30,-41.1728,-34.9777,-0.117447,0.0233956,0.172756,0.974042,0.144395,-41.8615,-33.7089,-0.419405,-0.118286,-0.220171,-0.713262,0.654821
224,390,119,-41.9789,-31.0805,-1.40457,0.0591493,0.237759,0.96394,0.103878,-43.3336,-30.6801,-1.63376,-0.126068,-0.0359979,-0.195294,0.971942
72,338,21,-42.5225,-43.2817,2.52462,-0.0646566,0.0995062,-0.0903993,0.98881,-41.8497,-43.066,2.32593,-0.0871237,-0.0422919,-0.796078,0.597395
242,442,5,-51.9781,-32.7144,-1.0953,-0.0951481,-0.237031,-0.758483,0.599555,-52.5809,-33.5934,-0.564236,-0.148727,0.0323544,0.611436,0.776518
180,440,44,-52.9401,-35.013,-0.106119,-0.0587177,-0.212736,-0.747349,0.62671,-53.5602,-35.839,0.0890166,-0.130481,0.0452711,0.573645,0.807377
357,420,105,-50.4973,-44.7688,2.8846,0.00836101,0.123381,0.981115,0.148733,-50.3147,-44.972,2.78435,-0.000330769,0.134163,0.986506,0.0938425
358,420,9,-50.7599,-44.73,2.7887,0.00500703,0.123902,0.980282,0.153851,-50.3147,-44.972,2.78435,-0.000330769,0.134163,0.986506,0.0938425
292,418,19,-48.7062,-44.988,2.69661,-0.0685305,0.115602,0.899275,0.416227,-48.9352,-45.1345,2.94327,0.0227428,0.128138,0.987356,0.0905058
164,395,173,-41.1159,-33.4043,-0.726287,-0.0121679,0.219691,0.967616,0.123717,-42.0059,-32.7926,-0.901159,-0.147946,-0.163134,-0.675251,0.703942
53,365,115,-53.0927,-41.0756,1.5073,-0.0863679,-0.114451,-0.195724,0.970121,-52.4967,-41.8602,1.91834,-0.0427703,0.0600027,0.683227,0.726479
43,437,17,-53.5568,-37.0597,0.499123,-0.0757955,-0.223977,-0.739955,0.629727,-54.2689,-37.9195,0.751522,-0.120538,0.0412338,0.584539,0.801302
356,419,175,-49.7119,-44.9861,3.01838,0.0270269,0.13955,0.977055,0.158617,-49.8841,-45.0132,2.83541,-0.00316791,0.128428,0.987673,0.0894377
317,390,169,-43.531,-30.7895,-1.49547,-0.185081,-0.0079705,-0.0817368,0.979286,-43.3336,-30.6801,-1.63376,-0.126068,-0.0359979,-0.195294,0.971942
172,378,236,-48.8653,-31.7174,-0.957384,-0.0231473,0.228455,0.965911,0.119536,-49.5213,-32.1886,-0.879516,-0.135616,0.117298,0.620452,0.763471
124,367,165,-52.5331,-39.4653,1.21322,-0.0830725,-0.0896569,-0.252494,0.959848,-52.2839,-40.8454,1.70428,-0.0821488,0.0576161,0.633566,0.767155
381,448,12,-49.2462,-30.7109,-1.56614,-0.170255,0.051202,0.434283,0.883057,-49.9351,-29.8857,-2.03018,-0.167603,-0.098001,0.0789855,0.977787
113,441,50,-52.3732,-34.4884,-0.291985,-0.0808043,-0.285264,-0.806534,0.511466,-53.2791,-35.2525,-0.0730488,-0.144862,0.0573509,0.573166,0.804492
228,386,193,-45.277,-30.4219,-1.4672,0.0395198,0.242961,0.960386,0.13064,-46.5159,-29.7474,-1.90087,-0.171723,-0.0359554,-0.0748863,0.981637
22,399,67,-41.8742,-36.5667,0.51913,0.0211187,0.174159,0.973622,0.145886,-42.4045,-35.9316,0.246199,-0.0826666,-0.129176,-0.781778,0.604403
72,337,48,-42.5225,-43.2817,2.52462,-0.0646566,0.0995062,-0.0903993,0.98881,-41.7791,-42.5236,2.22809,-0.0999752,-0.0563945,-0.780609,0.614389
