% timestamp, frame id, x, y, z, qx, qy, qz, qw
1474477380.234361,120,-53.128519,-37.822435,0.624409,-0.054443,-0.202830,-0.740470,0.638435
1474477381.301627,121,-53.257348,-38.081871,0.727098,-0.113393,-0.161575,-0.684808,0.701479
1474477384.100932,122,-53.124080,-38.664448,0.996374,-0.019481,-0.173570,-0.410763,0.894857
1474477385.168729,123,-53.000293,-38.896299,1.128239,-0.103394,-0.125194,-0.397611,0.903073
1474477387.967567,124,-52.533106,-39.465287,1.213217,-0.083072,-0.089657,-0.252494,0.959848
1474477391.302026,125,-51.719755,-39.961272,1.337465,-0.104464,-0.083308,-0.179454,0.974650
1474477392.634028,126,-51.416019,-40.070287,1.376897,-0.076934,-0.075147,-0.137348,0.984667
1474477395.167312,127,-50.795343,-40.185344,1.506942,-0.095947,-0.076974,-0.146531,0.981528
1474477396.634790,128,-50.499763,-40.289513,1.519171,-0.087377,-0.085865,-0.120973,0.985068
1474477398.101289,129,-50.072269,-40.402421,1.554461,-0.072664,-0.062439,-0.105913,0.989749
1474477401.834780,130,-49.160061,-40.558800,1.663758,-0.086195,-0.063177,-0.084948,0.990638
1474477403.568407,131,-48.540500,-40.653865,1.753195,-0.051742,-0.080906,-0.055690,0.993819
1474477406.366992,132,-47.630553,-40.763548,2.078099,-0.044345,-0.101518,-0.051457,0.992512
1474477407.567092,133,-47.104903,-40.838939,2.166149,-0.078021,-0.075369,-0.055372,0.992555
1474477410.233508,134,-46.025206,-41.015453,2.178151,-0.084037,-0.041930,-0.073134,0.992890
1474477412.766837,135,-44.947780,-41.187280,2.183419,-0.092436,-0.017235,-0.092443,0.991268
1474477415.167462,136,-44.003090,-41.373849,2.050429,-0.060865,0.025466,-0.097135,0.993082
1474477416.766704,137,-43.352552,-41.485608,1.986244,-0.090996,0.061656,-0.106549,0.988213
1474477418.500683,138,-42.703913,-41.722429,1.886584,-0.061591,0.067979,-0.104035,0.990334
1474477419.833248,139,-42.213923,-41.840498,1.817418,-0.090636,0.083530,-0.079285,0.989203
1474477422.634026,140,-41.612415,-42.033501,1.744723,-0.078964,0.070026,-0.143510,0.984005
1474477423.833192,141,-41.252700,-42.186744,1.672495,-0.086484,0.056002,-0.114143,0.988107
1474477425.166496,142,-40.958464,-42.250215,1.748539,-0.074432,0.030638,-0.114920,0.990108
1474477427.567276,143,-40.420670,-42.514223,1.772535,-0.000087,0.086345,0.179593,0.979944
1474477428.499665,144,-40.117397,-42.555036,1.749451,0.030821,0.135567,0.264684,0.954261
1474477431.566230,145,-39.401848,-42.290758,1.637063,-0.098401,0.162257,0.358636,0.913986
1474477434.899495,146,-38.822446,-41.528277,1.345608,-0.054821,0.157956,0.457989,0.873093
1474477437.432849,147,-38.440371,-41.015756,1.315843,-0.013574,0.163146,0.514119,0.841951
1474477438.499381,148,-38.291902,-40.767847,1.217672,-0.003152,0.139855,0.550486,0.823041
1474477439.568721,149,-38.208380,-40.548128,1.198985,0.001498,0.131186,0.573370,0.808724
1474477441.832696,150,-38.098172,-39.973853,1.102579,0.031869,0.149165,0.581116,0.799398
1474477444.232598,151,-37.969531,-39.490327,0.926863,0.005038,0.198439,0.614643,0.763420
1474477446.365822,152,-37.796725,-38.746505,0.662925,-0.025466,0.198405,0.632515,0.748273
1474477449.166706,153,-37.552955,-37.774945,0.286325,-0.011593,0.166568,0.643919,0.746651
1474477450.233924,154,-37.550336,-37.551672,0.272584,-0.012201,0.190903,0.632529,0.750542
1474477453.165638,155,-37.482204,-36.798083,-0.002313,0.007691,0.200356,0.634537,0.746432
1474477455.698881,156,-37.364818,-36.245641,-0.245481,0.023630,0.183908,0.793789,0.579239
1474477457.833299,157,-37.693487,-35.721204,-0.351196,0.085805,0.297966,0.858110,0.409268
1474477459.965428,158,-37.992516,-35.203924,-0.541063,0.082383,0.226367,0.896798,0.371113
1474477461.166644,159,-38.183627,-34.906358,-0.539839,0.085659,0.213657,0.916601,0.326889
1474477463.965663,160,-38.799683,-34.462438,-0.653171,0.096989,0.199255,0.942248,0.251116
1474477468.765747,161,-39.819911,-33.964974,-0.631817,0.037803,0.230788,0.946205,0.223615
1474477471.033007,162,-40.211137,-33.749014,-0.704149,0.057987,0.227167,0.954212,0.185774
1474477472.365072,163,-40.510978,-33.571447,-0.742157,0.047249,0.224207,0.962667,0.144123
1474477474.898963,164,-41.115920,-33.404310,-0.726287,-0.012168,0.219691,0.967616,0.123717
1474477477.835807,165,-42.050798,-33.211180,-0.832841,0.011720,0.224757,0.967484,0.115416
1474477481.032721,166,-43.365241,-32.803350,-0.697220,0.065011,0.242723,0.961409,0.112032
1474477484.498125,167,-44.633173,-32.628766,-0.634990,0.031533,0.237984,0.966998,0.085353
1474477485.431374,168,-45.077557,-32.559893,-0.613305,0.004662,0.231759,0.966618,0.109160
1474477487.831298,169,-46.003650,-32.370967,-0.743848,-0.006035,0.229706,0.963900,0.134519
1474477489.964585,170,-46.921834,-32.170236,-0.810749,-0.011655,0.255635,0.959862,0.114807
1474477492.764600,171,-47.915790,-31.996639,-0.874718,0.005443,0.242153,0.960153,0.139422
1474477495.832333,172,-48.865307,-31.717435,-0.957384,-0.023147,0.228455,0.965911,0.119536
1474477498.097651,173,-49.466449,-31.723132,-1.197637,-0.050455,0.222482,0.969318,0.091537
1474477501.297596,174,-50.237610,-31.581318,-1.406378,-0.004962,0.190688,0.966532,-0.171552
1474477503.698102,175,-50.915138,-31.777299,-1.286005,-0.018421,0.217288,0.918848,-0.328885
1474477506.898113,176,-51.627585,-32.375217,-1.245937,0.058015,0.223599,0.852777,-0.468412
1474477508.764791,177,-51.778800,-32.802377,-1.066250,0.007054,0.234743,0.840536,-0.488206
1474477510.633022,178,-52.078157,-33.132829,-0.935965,-0.017268,-0.224848,-0.827176,0.514708
1474477512.363961,179,-52.313157,-33.456493,-0.747124,-0.025082,-0.244723,-0.797121,0.551435
1474477519.564874,180,-52.940130,-35.013032,-0.106119,-0.058718,-0.212736,-0.747349,0.626710
1474477524.365047,181,-53.162692,-36.201945,0.066985,-0.102935,-0.132012,-0.613335,0.771879
1474477525.963567,182,-53.104316,-36.470208,0.234564,0.016412,-0.193711,-0.455337,0.868835
1474477527.297442,183,-52.952052,-36.806943,0.356003,-0.078302,-0.139199,-0.400432,0.902301
1474477531.563383,184,-52.286124,-37.558543,0.778109,-0.112975,-0.143986,-0.245294,0.952017
1474477535.030880,185,-51.643661,-37.918809,0.914231,-0.086606,-0.082343,-0.164091,0.979180
1474477538.232073,186,-50.980881,-38.261121,0.998595,-0.129333,-0.069028,-0.115693,0.982407
1474477541.563106,187,-50.211377,-38.444118,1.041171,-0.125506,-0.046362,-0.073872,0.988252
1474477544.237562,188,-49.440019,-38.649494,1.021714,-0.088028,-0.070371,-0.068276,0.991281
1474477546.631800,189,-48.722784,-38.699688,1.171303,-0.113622,-0.096406,-0.072458,0.986177
1474477549.296215,190,-47.686503,-38.865006,1.368874,-0.084847,-0.061263,-0.039782,0.993713
1474477550.631026,191,-47.097014,-38.915213,1.455009,-0.073233,-0.058627,-0.048218,0.994422
1474477552.096874,192,-46.570364,-38.980992,1.489227,-0.097597,-0.034743,-0.059207,0.992856
1474477555.162681,193,-45.408449,-39.029845,1.528816,-0.032336,-0.005723,-0.109162,0.993481
1474477557.162546,194,-44.649816,-39.214760,1.500662,-0.082511,0.015437,-0.099420,0.991499
1474477559.032445,195,-43.895228,-39.395101,1.437438,-0.043929,0.029197,-0.038737,0.997856
1474477560.630516,196,-43.233763,-39.418833,1.470938,-0.074615,-0.010137,-0.063771,0.995120
1474477561.831432,197,-42.704717,-39.520926,1.498677,-0.055024,-0.029122,-0.098544,0.993183
1474477563.295850,198,-42.218494,-39.639277,1.452159,-0.119723,-0.024553,-0.094020,0.988040
1474477566.631529,199,-41.282948,-39.917928,1.423176,-0.145721,0.069858,-0.158930,0.973975
1474477570.230402,200,-40.529764,-40.380361,1.454087,-0.184610,0.046750,-0.004229,0.981690
1474477571.296285,201,-40.178764,-40.351688,1.538029,-0.007184,0.126327,0.125838,0.983948
1474477574.495512,202,-39.473377,-40.386763,1.277990,-0.152466,0.128999,0.340915,0.918635
1474477575.433257,203,-39.306910,-40.252954,1.201463,-0.164867,0.138558,0.360358,0.907614
1474477576.362086,204,-39.056583,-40.006545,1.175862,-0.116607,0.177942,0.372965,0.903126
1474477578.095878,205,-38.831321,-39.779790,1.088096,-0.095425,0.114595,0.426899,0.891919
1474477580.228710,206,-38.490748,-39.230394,0.863118,-0.002643,0.146045,0.486629,0.861311
1474477582.628597,207,-38.126287,-38.666844,0.727223,0.008380,0.150158,0.529045,0.835161
1474477586.362704,208,-37.776997,-37.758384,0.380234,-0.053634,0.192682,0.574335,0.793811
1474477590.633179,209,-37.336382,-36.298793,-0.329780,-0.067923,0.215296,0.611819,0.758097
1474477591.695218,210,-37.299465,-35.990076,-0.451585,-0.035938,0.221646,0.615990,0.755075
1474477594.228318,211,-37.178014,-35.258234,-0.599664,-0.022743,0.164195,0.616863,0.769417
1474477595.695927,212,-37.103517,-34.991543,-0.760807,0.008472,0.166309,0.626217,0.761657
1474477597.028146,213,-37.012368,-34.493388,-0.875816,-0.018064,0.140074,0.635450,0.759115
1474477599.695900,214,-37.007532,-33.892559,-1.054718,0.009607,0.281713,0.822638,0.493774
1474477602.095507,215,-37.388557,-33.416670,-1.270199,0.054075,0.209510,0.892292,0.396227
1474477605.827924,216,-38.022249,-32.699296,-1.375824,0.073146,0.204331,0.929632,0.297797
1474477608.228518,217,-38.414409,-32.286934,-1.411523,0.107530,0.214236,0.938043,0.250230
1474477609.170648,218,-38.622946,-32.117033,-1.290259,0.105482,0.208087,0.942823,0.238030
1474477610.628137,219,-38.891052,-31.873742,-1.250338,0.108192,0.211965,0.954345,0.180530
1474477613.294378,220,-39.620332,-31.742185,-1.333950,0.089447,0.218781,0.956079,0.173342
1474477616.096908,221,-40.211066,-31.485091,-1.334695,0.040932,0.241159,0.958841,0.144189
1474477617.698103,222,-40.600057,-31.444054,-1.440588,0.037267,0.212117,0.966642,0.138639
1474477621.294943,223,-41.978890,-31.080488,-1.404572,0.059149,0.237759,0.963940,0.103878
1474477622.494096,224,-42.387985,-30.958857,-1.378278,0.049197,0.221247,0.966925,0.116983
1474477625.027402,225,-43.380587,-30.883852,-1.457384,0.007167,0.230337,0.967382,0.105189
1474477626.495415,226,-44.012229,-30.752858,-1.451573,-0.008722,0.256896,0.958534,0.123046
1474477629.560568,227,-45.276970,-30.421857,-1.467201,0.039520,0.242961,0.960386,0.130640
1474477631.827149,228,-46.077167,-30.157439,-1.469742,0.016283,0.251672,0.959281,0.127184
1474477633.161222,229,-46.603285,-30.064568,-1.515620,0.027197,0.236615,0.965380,0.106370
1474477635.695856,230,-47.652993,-29.826304,-1.533845,0.013167,0.249186,0.960059,0.126567
1474477637.828254,231,-48.078457,-29.663592,-1.647735,0.004363,0.242701,0.963100,0.116255
1474477639.829820,232,-48.766109,-29.621445,-1.762573,0.003554,0.235333,0.963636,0.126533
1474477641.694480,233,-49.112018,-29.496858,-1.887858,-0.012742,0.212992,0.967442,0.136116
1474477643.560160,234,-49.586719,-29.451127,-1.990151,0.004778,0.233694,0.964078,-0.126167
1474477645.960180,235,-50.128312,-29.684204,-1.941469,0.000561,0.288571,0.912237,-0.290775
1474477647.294028,236,-50.431288,-29.985463,-1.972733,0.005734,0.290159,0.898013,-0.330677
1474477649.962209,237,-51.024484,-30.403081,-1.904294,0.022275,0.281192,0.841543,-0.460695
1474477651.026629,238,-51.140412,-30.667349,-1.853731,-0.037414,-0.277359,-0.810155,0.515092
1474477653.560888,239,-51.442071,-31.183174,-1.533025,-0.046780,-0.261293,-0.803345,0.533080
1474477656.493704,240,-51.774776,-31.818606,-1.317222,-0.096967,-0.243623,-0.743524,0.615156
1474477660.093655,241,-51.978132,-32.714448,-1.095301,-0.095148,-0.237031,-0.758483,0.599555
1474477663.161846,242,-52.148830,-33.439319,-0.803546,-0.076930,-0.204642,-0.748174,0.626450
1474477667.292825,243,-52.308585,-34.311094,-0.429387,-0.091313,-0.169559,-0.705132,0.682423
1474477670.892771,244,-52.194019,-35.126434,-0.075376,-0.078216,-0.163729,-0.416695,0.890753
1474477673.959548,245,-51.881462,-35.605388,0.203898,-0.085123,-0.119697,-0.287039,0.946591
1474477676.226924,246,-51.465549,-36.003439,0.278700,-0.148926,-0.136905,-0.248441,0.947288
1474477678.626651,247,-50.922582,-36.253208,0.523223,-0.120295,-0.141793,-0.179216,0.966077
1474477681.025774,248,-50.572184,-36.428660,0.655574,-0.122394,-0.107724,-0.142345,0.976296
1474477683.159649,249,-49.874448,-36.668681,0.702366,-0.151579,-0.060573,-0.127971,0.978253
1474477685.426227,250,-49.353613,-36.857724,0.694998,-0.126947,-0.038434,-0.094122,0.986685
1474477687.426205,251,-48.859991,-36.906905,0.738778,-0.118216,-0.046381,-0.082203,0.988492
1474477688.626493,252,-48.461691,-36.914849,0.715833,-0.129348,-0.055516,-0.072514,0.987385
1474477691.025457,253,-47.575916,-37.086930,0.807285,-0.088900,-0.042446,-0.071087,0.992593
1474477693.426202,254,-46.486027,-37.182031,0.809893,-0.101874,-0.023366,-0.034118,0.993937
1474477696.092108,255,-45.550913,-37.262597,0.877917,-0.091945,-0.044057,-0.043319,0.993845
1474477698.226178,256,-44.687691,-37.342085,0.946026,-0.078172,-0.055252,-0.033238,0.994853
1474477699.425928,257,-44.286453,-37.342328,1.038065,-0.082252,-0.057917,-0.042292,0.994028
1474477701.558735,258,-43.451012,-37.508002,1.073137,-0.110568,-0.034571,-0.069438,0.990837
1474477704.093037,259,-42.529920,-37.569852,1.064952,-0.078940,0.032674,-0.061103,0.994468
1474477705.425703,260,-42.006854,-37.649051,0.988441,-0.093801,0.043870,-0.094721,0.990103
1474477707.961504,261,-41.099363,-37.950737,0.771593,-0.102281,0.044819,-0.119817,0.986496
1474477710.224924,262,-40.528276,-38.118606,0.736170,-0.105217,0.023293,-0.109959,0.988077
1474477711.291522,263,-40.150469,-38.226753,0.689822,-0.080630,0.019487,-0.098722,0.991652
1474477713.959207,264,-39.555014,-38.412359,0.729743,-0.125341,0.005334,-0.421702,0.898013
1474477715.558081,265,-39.261592,-38.765928,0.743575,-0.117780,-0.000405,-0.514301,0.849483
1474477716.359116,266,-39.132293,-39.086943,0.678837,-0.099184,-0.000424,-0.539847,0.835899
1474477719.024690,267,-38.798576,-39.703183,0.781399,-0.136330,-0.016305,-0.642556,0.753836
