%time,field.data
1475331136873715035,1.97901296616
1475331138874625883,1.97764587402
1475331148874943035,1.97820568085
1475331152871878725,1.97878789902
1475331154879520504,1.97812843323
1475331156871077401,1.9779188633
1475331158876817380,1.97808408737
1475331160872660629,1.97750401497
1475331166882182065,1.97927975655
1475331168875038448,1.97734594345
1475331170873021579,1.97753000259
1475331172873893580,1.97790956497
1475331174873058812,1.97753834724
1475331180872035188,1.97775483131
1475331182875885652,1.97723293304
1475331186875437750,1.9780087471
1475331194873683811,1.97826313972
1475331196874174901,1.97795653343
1475331198873748839,1.97810745239
1475331200872088454,1.97706198692
1475331202875414361,1.97817635536
1475331204873643010,1.97820568085
1475331206872138668,1.97717666626
1475331208875906610,1.97765517235
1475331210872712851,1.97786188126
1475331212872892401,1.97796154022
1475331214876845674,1.97782278061
1475331216873923645,1.97529864311
1475331218875746926,1.97761750221
1475331220872363474,1.97628903389
1475331222871906305,1.97785663605
1475331224874541574,1.97789096832
1475331226874124026,1.97699952126
1475331228874335369,1.97780251503
1475331232875320734,1.97796559334
1475331234874965470,1.97541165352
1475331236872423487,1.97832870483
1475331238874803084,1.97710227966
1475331242876666389,1.97699761391
1475331244873362177,1.97750759125
1475331246879638451,1.97712135315
1475331248872249518,1.97589349747
1475331250877319619,1.97736549377
1475331252871825907,1.97640395164
1475331254875973371,1.97744631767
1475331256877715743,1.97822499275
1475331258872311197,1.97537970543
1475331260872031021,1.97807884216
1475331262876825546,1.97713518143
1475331264874283851,1.97771286964
1475331266876214069,1.97714114189
1475331268870596054,1.93771743774
1475331270874665857,1.97755670547
1475331278879073589,1.97781467438
1475331296875686433,1.98010778427
1475331298872545212,1.93696117401
1475331300873313990,1.97788333893
1475331302873588994,1.9772799015
1475331306874320983,1.97655582428
1475331308876823416,1.97753548622
1475331310874699007,1.93886399269
1475331312877912359,1.97823643684
1475331314890163649,1.97742414474
1475331316875905719,1.96699047089
1475331320873504739,1.97807788849
1475331322875622428,1.97901463509
1475331330874750034,1.97771239281
1475331334877890020,1.9782397747
1475331336871861345,1.9378426075
1475331340873661759,1.97805118561
1475331342872752581,1.97755002975
1475331344875701655,1.97871303558
1475331348872546205,1.97715854645
1475331350880061678,1.97725605965
1475331360870240463,1.93729424477
1475331362875592910,1.97805333138
1475331364873317916,1.97806835175
1475331368876391173,1.9793844223
1475331374876654748,1.93589496613
1475331376874272271,1.97836470604
1475331378875046792,1.97772288322
1475331384876470925,1.97733640671
1475331386877263084,1.97702217102
1475331388874420025,1.97698426247
1475331390874329059,1.97803068161
1475331392873742167,1.97795653343
1475331398877357933,1.97783517838
1475331414877254321,1.97751283646
1475331416878480626,1.97765231133
1475331422872812477,1.93946027756
1475331424877613436,1.97839379311
1475331428870634431,1.93479609489
1475331430878054477,1.97919416428
1475331432873599812,1.97794604301
1475331434879401946,1.97728729248
1475331436873613053,1.9779984951
1475331438881839788,1.97784876823
1475331440873449902,1.97825694084
1475331442872907724,1.93811964989
1475331446876600699,1.97792482376
1475331448872921007,1.93800115585
1475331450879436632,1.97826814651
1475331452875068875,1.93774104118
1475331454872027646,1.93878769875
1475331456874307821,1.93722867966
1475331458879757287,1.97807621956
1475331464873891516,1.93753409386
1475331466873171321,1.93810844421
1475331468872320778,1.93804550171
1475331470871624392,1.93812251091
1475331472872328389,1.93833899498
1475331474871417251,1.93796920776
1475331476879003997,1.97753453255
1475331478871352641,1.93748998642
1475331480872424631,1.9381301403
1475331482871000665,1.93757009506
1475331486876810125,1.93773722649
1475331488870898403,1.93415927887
1475331492872643934,1.94107556343
1475331494881519773,1.93794345856
1475331500877005987,1.93809914589
1475331502876620350,1.93788647652
1475331504871852649,1.93618488312
1475331506873353178,1.93751001358
1475331510879097748,1.93841934204
1475331512871133839,1.93797135353
1475331514882504820,1.97813749313
1475331522872566721,1.93810844421
1475331524873415403,1.93815398216
1475331526874988248,1.94053077698
1475331528873520227,1.93690729141
1475331532875423517,1.93801784515
1475331536873521915,1.93807554245
1475331538878629536,1.93779325485
1475331542881176573,1.93782019615
1475331544875937642,1.93761968613
1475331546871762371,1.93779444695
1475331548875125014,1.93820333481
1475331550872763612,1.93723750114
1475331552875338741,1.93762421608
1475331556878154583,1.93795228004
1475331558879791390,1.93806505203
1475331564878758940,1.93934464455
1475331566873056705,1.93915438652
1475331568872594166,1.93814063072
1475331572874092156,1.93894767761
1475331574875080560,1.93723702431
1475331576871958989,1.93760037422
1475331578873149504,1.93888783455
1475331580880247846,1.93766689301
1475331584874208136,1.93800497055
1475331586872002651,1.93772339821
1475331588874583984,1.937967062
1475331590873847455,1.93764805794
1475331592872035701,1.9375193119
1475331594875686826,1.93773841858
1475331596874851638,1.93840479851
1475331600878120389,1.93777656555
1475331602871700729,1.93584060669
1475331604871536112,1.93847441673
1475331606873152986,1.93811821938
1475331610877994262,1.97949123383
1475331612877487315,1.97664070129
1475331614880253659,1.97718930244
1475331616879550200,1.97682619095
1475331618874585320,1.97829008102
1475331620876430544,1.97745394707
1475331626875622661,1.97749423981
1475331628874707349,1.97822499275
1475331630870951811,1.97824645042
1475331632879014704,1.97801923752
1475331634878326250,1.97707152367
1475331636879475604,1.97769165039
1475331638883144959,1.97528076172
1475331644877754366,1.9780421257
1475331646883390104,1.97690367699
1475331648877087001,1.97725892067
1475331650872246043,1.97732615471
1475331652875458667,1.97781085968
1475331654878712603,1.97827196121
1475331656883800251,1.98004055023
1475331660872543896,1.97764873505
1475331662888312542,1.97807002068
1475331668873679028,1.97657012939
1475331672881093343,1.97891736031
1475331674887012275,1.970962286
1475331678877025817,1.97747206688
1475331680875913704,1.97731184959
1475331682872593925,1.97722005844
1475331686873033364,1.97691607475
1475331688872323356,1.97794437408
1475331690878981337,1.97741317749
1475331692871308923,1.97715497017
1475331694870820180,1.97793865204
1475331696870388081,1.97799682617
1475331698878173546,1.97799396515
1475331700871354612,1.97726774216
1475331706875002095,1.97777318954
1475331708873328329,1.97793912888
1475331710876523303,1.97716879845
1475331712878009111,1.97763586044
1475331714874664477,1.97700595856
1475331716873714696,1.97792863846
1475331718876277578,1.97786927223
1475331720872006743,1.97602915764
1475331724876320813,1.97836995125
1475331734874767813,1.97770094872
