% frame a, frame b, inliers, ax, ay, az, aqx, aqy, aqz, aqw, bx, by, bz, bqx, bqy, bqz, bqw
315,447,76,-44.1105,-46.0253,2.53807,0.00751201,0.199155,0.975782,-0.0901702,-45.6081,-45.764,2.82217,-0.0817635,-0.0788086,-0.156661,0.981102
85,429,139,-43.9621,-34.6995,-1.43915,-0.00343214,0.225409,0.967774,0.112214,-44.7566,-33.8802,-1.68838,-0.127142,-0.221306,-0.70117,0.665747
201,420,116,-45.9385,-30.7866,-2.91268,-0.000667096,0.294411,0.946855,0.129569,-47.0385,-30.734,-3.17891,-0.237781,-0.136791,-0.124553,0.953538
96,405,13,-52.874,-34.8882,-1.2908,-0.135939,-0.29919,-0.77302,0.542629,-54.0412,-36.1993,-0.754992,-0.130204,0.093513,0.567125,0.807881
324,384,221,-50.1913,-45.1007,2.46279,0.010285,0.163136,0.977259,0.135078,-50.0567,-45.1139,2.50565,-0.0133704,0.151565,0.98241,0.108256
284,356,99,-43.9291,-31.0667,-2.98287,-0.198748,-0.0100697,-0.0562523,0.978383,-43.4829,-30.9641,-3.14948,-0.108999,-0.0488142,-0.228077,0.96629
283,352,142,-44.5968,-31.0359,-2.94554,-0.187042,-0.0418367,-0.0082719,0.981426,-44.6585,-30.6537,-3.22386,-0.206141,-0.0710161,-0.110917,0.969619
349,420,61,-46.8123,-30.3576,-3.43541,-0.207833,-0.0826786,-0.0266946,0.974298,-47.0385,-30.734,-3.17891,-0.237781,-0.136791,-0.124553,0.953538
347,417,133,-48.2794,-30.5059,-3.41329,-0.272815,-0.0812948,0.124393,0.950521,-48.533,-30.4633,-3.45761,-0.254597,-0.0887181,-0.0828491,0.959399
263,322,57,-48.1802,-45.3853,2.62483,0.0265912,0.190162,0.97074,0.144206,-48.6871,-45.457,2.68431,0.0320813,0.18321,0.974803,0.123142
235,298,162,-41.2015,-38.0946,-0.201953,-0.132709,0.0307493,-0.111484,0.984385,-40.3393,-37.5699,-0.36258,-0.162064,-0.168712,-0.769811,0.593854
135,291,165,-38.9397,-34.6444,-1.8584,0.0339797,0.228706,0.942092,0.242901,-39.8448,-33.7613,-2.15058,-0.164696,-0.117737,-0.669131,0.715036
345,416,145,-49.3441,-31.2331,-3.17861,-0.287453,0.0391159,0.375484,0.880257,-49.1095,-30.4753,-3.42622,-0.25498,-0.110743,-0.0286472,0.960157
234,298,56,-41.829,-37.8511,-0.0701667,-0.122859,0.0380291,-0.107758,0.985823,-40.3393,-37.5699,-0.36258,-0.162064,-0.168712,-0.769811,0.593854
36,96,16,-52.2501,-34.8861,-1.54423,0.014374,0.255389,0.91755,-0.304419,-52.874,-34.8882,-1.2908,-0.135939,-0.29919,-0.77302,0.542629
62,303,173,-42.8384,-43.1618,1.84753,-0.09174,0.0683636,-0.111665,0.987138,-41.7915,-42.3179,1.5835,-0.116275,-0.116357,-0.773686,0.611842
195,287,205,-39.8375,-31.9009,-2.85014,0.0758368,0.249378,0.950276,0.170394,-41.3032,-31.7755,-2.76629,-0.18486,-0.0293459,-0.159579,0.969278
36,217,180,-52.2501,-34.8861,-1.54423,0.014374,0.255389,0.91755,-0.304419,-52.7819,-34.5441,-1.54352,-0.109539,-0.161484,-0.666373,0.719633
53,269,83,-50.3889,-42.2906,1.49678,-0.159948,-0.0749525,-0.0771362,0.981249,-49.9036,-42.7663,1.71412,-0.0896553,0.11893,0.645972,0.748691
