% timestamp, frame id, x, y, z, qx, qy, qz, qw
1474477576.630930,178,-39.004924,-39.858811,0.121386,-0.123437,0.165195,0.403031,0.891650
1474477578.495350,179,-38.708201,-39.622201,-0.021230,-0.117237,0.074895,0.478325,0.867094
1474477580.895923,180,-38.301168,-39.128052,-0.092323,-0.062309,0.105547,0.524827,0.842339
1474477582.229291,181,-38.062967,-38.822225,-0.173859,-0.053870,0.111069,0.535794,0.835276
1474477585.428554,182,-37.813486,-38.090272,-0.509395,-0.092998,0.166419,0.561553,0.805179
1474477587.028601,183,-37.677017,-37.611481,-0.679919,-0.103871,0.193869,0.592982,0.774595
1474477591.428730,184,-37.325745,-36.138372,-1.529435,-0.094138,0.233489,0.611108,0.750445
1474477593.428316,185,-37.237211,-35.532057,-1.742276,-0.079066,0.174921,0.612493,0.766813
1474477595.162308,186,-37.178315,-35.152393,-1.892056,-0.043737,0.173527,0.620247,0.763720
1474477599.163416,187,-37.011822,-34.218529,-2.282276,-0.052520,0.224217,0.804066,0.548130
1474477599.961902,188,-37.146413,-33.928314,-2.340994,-0.017584,0.330223,0.817699,0.471182
1474477603.028746,189,-37.575178,-33.382250,-2.666684,0.015176,0.238625,0.902598,0.357973
1474477605.694787,190,-38.121718,-32.867099,-2.765702,0.041984,0.239468,0.921956,0.301478
1474477608.362117,191,-38.639667,-32.398192,-2.819763,0.082356,0.244935,0.933189,0.249766
1474477609.827967,192,-38.964592,-32.139140,-2.727146,0.089910,0.240268,0.942155,0.215712
1474477613.294378,193,-39.837490,-31.900921,-2.850145,0.075837,0.249378,0.950276,0.170394
1474477615.960930,194,-40.405129,-31.698578,-2.840525,0.033524,0.274211,0.952722,0.126510
1474477619.427711,195,-41.483435,-31.481763,-2.903638,0.051473,0.257590,0.957805,0.116655
1474477623.427913,196,-42.987189,-31.197176,-2.850545,0.031798,0.272785,0.958623,0.074957
1474477624.894035,197,-43.609879,-31.210094,-2.906376,0.009675,0.267135,0.959367,0.090328
1474477627.827271,198,-44.894045,-30.900169,-2.958031,0.021396,0.265282,0.958111,0.105783
1474477630.760576,199,-45.938534,-30.786575,-2.912682,-0.000667,0.294411,0.946855,0.129569
1474477633.429247,200,-46.954455,-30.599577,-3.030386,-0.008768,0.290340,0.950514,0.110227
1474477636.364037,201,-48.056829,-30.379946,-3.143806,-0.023229,0.304983,0.943771,0.125468
1474477638.893635,202,-48.613891,-30.259053,-3.330902,-0.017524,0.298813,0.947347,0.113740
1474477641.160264,203,-49.283670,-30.188673,-3.532440,-0.028725,0.286268,0.946316,0.147345
1474477642.493499,204,-49.604067,-30.032466,-3.649152,-0.002216,0.215634,0.975853,0.034746
1474477643.695149,205,-49.945758,-30.090415,-3.700581,0.015669,0.289824,0.946294,-0.142420
1474477645.693633,206,-50.447362,-30.255967,-3.653645,0.034333,0.322408,0.898841,-0.294890
1474477646.635134,207,-50.719879,-30.495783,-3.651855,0.047532,0.333712,0.882838,-0.327070
1474477649.694929,208,-51.483739,-30.968155,-3.518448,0.090562,0.289965,0.836598,-0.455876
1474477650.893683,209,-51.606909,-31.277987,-3.387109,-0.111500,-0.289466,-0.800162,0.513339
1474477653.828723,210,-51.889988,-31.833198,-2.898000,-0.120952,-0.271097,-0.794494,0.529770
1474477657.026421,211,-52.146881,-32.452242,-2.570508,-0.138185,-0.273622,-0.754378,0.580474
1474477658.760389,212,-52.198835,-32.981144,-2.416331,-0.128728,-0.282682,-0.760348,0.570430
1474477663.693087,213,-52.553947,-34.041511,-1.938553,-0.111099,-0.252555,-0.741955,0.611045
1474477667.692802,214,-52.781915,-34.544079,-1.543518,-0.109539,-0.161484,-0.666373,0.719633
1474477671.692704,215,-52.515147,-35.531848,-1.080424,-0.121497,-0.136203,-0.381056,0.906357
1474477675.294097,216,-51.909837,-36.158655,-0.784495,-0.172338,-0.113559,-0.247611,0.946622
1474477677.560217,217,-51.599942,-36.372609,-0.624655,-0.142725,-0.139405,-0.160105,0.966728
1474477680.226453,218,-50.982186,-36.630115,-0.416172,-0.167938,-0.123768,-0.134471,0.968708
1474477681.426396,219,-50.718830,-36.695969,-0.372042,-0.133278,-0.093109,-0.120365,0.979326
1474477682.894266,220,-50.236288,-36.850910,-0.344342,-0.162012,-0.062793,-0.122554,0.977133
1474477685.693706,221,-49.569504,-37.076391,-0.340716,-0.157669,-0.031894,-0.088661,0.982987
1474477688.092228,222,-48.951833,-37.117870,-0.316303,-0.156028,-0.042380,-0.073568,0.984097
1474477689.425953,223,-48.438728,-37.192453,-0.317315,-0.152408,-0.040300,-0.067665,0.985175
1474477690.892240,224,-47.878363,-37.302773,-0.249643,-0.124685,-0.030641,-0.065146,0.989581
1474477692.492854,225,-47.225593,-37.368047,-0.274438,-0.141141,-0.027798,-0.042308,0.988694
1474477694.092794,226,-46.498311,-37.417608,-0.266009,-0.103650,-0.017766,-0.036362,0.993790
1474477695.693845,227,-45.892921,-37.477764,-0.229794,-0.132062,-0.038732,-0.042508,0.989572
1474477697.426558,228,-45.210858,-37.530307,-0.169631,-0.125377,-0.057152,-0.035756,0.989816
1474477700.625196,229,-43.970202,-37.583956,0.035907,-0.102636,-0.070499,-0.050394,0.990937
1474477703.560196,230,-42.812258,-37.737374,0.020924,-0.108241,0.014841,-0.040640,0.993183
1474477705.959961,231,-41.828953,-37.851112,-0.070167,-0.122859,0.038029,-0.107758,0.985823
1474477707.694493,232,-41.201454,-38.094589,-0.201953,-0.132709,0.030749,-0.111484,0.984385
1474477709.425757,233,-40.823880,-38.268864,-0.207935,-0.164001,0.012762,-0.110325,0.980188
1474477711.024883,234,-40.288822,-38.475625,-0.187342,-0.149077,0.009339,-0.099622,0.983750
1474477713.959207,235,-39.620214,-38.745196,-0.093305,-0.183181,-0.031117,-0.423439,0.886666
1474477715.692839,236,-39.279219,-39.231487,0.009167,-0.170489,-0.048706,-0.518889,0.836251
1474477717.158154,237,-39.099517,-39.744375,0.039594,-0.176876,-0.048515,-0.559235,0.808466
1474477718.892234,238,-38.895621,-40.114817,0.204553,-0.204647,-0.072145,-0.643424,0.734111
1474477720.757932,239,-38.735672,-40.456283,0.420644,-0.191954,-0.110274,-0.677679,0.701245
1474477722.760064,240,-38.694985,-40.826464,0.660826,-0.167540,-0.133987,-0.723595,0.656040
1474477724.359445,241,-38.700449,-41.307969,0.796716,-0.165112,-0.153629,-0.730679,0.644395
1474477728.357729,242,-38.910496,-42.217434,1.099506,-0.157119,-0.129026,-0.750614,0.628685
1474477729.825203,243,-38.877212,-42.529296,1.183370,-0.154859,-0.114284,-0.764834,0.614806
1474477734.091032,244,-39.143039,-43.476597,1.686522,-0.157893,-0.124224,-0.763102,0.614258
1474477737.690772,245,-39.367094,-44.155328,2.067071,-0.135033,-0.130602,-0.780998,0.595609
1474477739.024099,246,-39.465500,-44.485019,2.120372,-0.125970,-0.134605,-0.765024,0.617050
1474477741.824017,247,-39.599396,-45.123311,2.332056,0.095781,0.181416,0.855412,-0.475588
1474477744.493262,248,-40.031590,-45.503568,2.476894,0.019981,0.127002,0.964422,-0.231002
1474477747.557921,249,-40.704132,-45.953160,2.398500,0.017016,0.143391,0.978271,-0.148777
1474477749.023792,250,-41.060195,-45.976988,2.515327,0.014645,0.119183,0.988650,-0.090292
1474477752.757035,251,-42.075926,-46.161441,2.592933,0.028693,0.160549,0.986320,-0.023941
1474477755.423992,252,-42.664942,-46.099546,2.674713,0.017683,0.145376,0.989061,0.017638
1474477756.624154,253,-43.019421,-46.092560,2.707564,0.007323,0.173595,0.984790,-0.000429
1474477758.490213,254,-43.482828,-46.101559,2.614348,0.001548,0.164969,0.985891,0.028308
1474477760.756785,255,-44.028730,-46.116503,2.695820,0.015359,0.161826,0.984182,0.070440
1474477763.290061,256,-44.748027,-45.861820,2.817576,0.019137,0.170925,0.981720,0.081507
1474477765.824130,257,-45.670583,-45.842374,2.800581,0.018384,0.171475,0.981027,0.088571
1474477768.624920,258,-46.774167,-45.595261,2.797089,0.015544,0.185544,0.977876,0.095345
1474477770.489867,259,-47.360112,-45.587838,2.691907,0.050451,0.192316,0.974773,0.101425
1474477773.824247,260,-48.180220,-45.385252,2.624830,0.026591,0.190162,0.970740,0.144206
1474477775.291004,261,-48.639957,-45.272667,2.589441,0.005714,0.179477,0.973703,0.140209
1474477777.956289,262,-49.055631,-45.113740,2.380829,-0.072534,0.160786,0.878960,0.443076
1474477780.890345,263,-49.575935,-44.513947,2.108824,-0.112926,0.189444,0.826802,0.517453
1474477783.822955,264,-49.803022,-43.748687,1.932227,-0.079713,0.175836,0.749293,0.633472
1474477785.689205,265,-50.017451,-43.217320,1.895864,-0.058753,0.160568,0.713495,0.679479
1474477787.956048,266,-49.903604,-42.766250,1.714116,-0.089655,0.118930,0.645972,0.748691
1474477792.624365,267,-49.698381,-41.542489,1.158792,-0.119329,0.116565,0.628329,0.759852
1474477796.222420,268,-49.537862,-40.708408,0.809706,-0.121843,0.123593,0.618972,0.765998
1474477798.222360,269,-49.409063,-40.316622,0.634613,-0.135806,0.117998,0.602639,0.777470
1474477802.767825,270,-49.006560,-38.687146,0.147926,-0.071533,0.108058,0.607834,0.783418
1474477804.355534,271,-48.880706,-38.117326,0.038015,-0.121171,0.095602,0.581124,0.799045
1474477808.088898,272,-48.331611,-36.830837,-0.479312,-0.111932,0.149253,0.608972,0.770940
1474477811.288665,273,-47.938359,-35.577900,-0.883531,-0.110110,0.111014,0.608438,0.778046
1474477814.362897,274,-47.645056,-34.396015,-1.433979,-0.145460,0.128328,0.597673,0.777921
1474477818.488489,275,-47.144686,-32.924630,-2.107379,-0.127625,0.157774,0.600697,0.773293
1474477822.222508,276,-46.810991,-32.056897,-2.574157,-0.081717,0.128022,0.604315,0.782135
1474477825.954967,277,-46.337283,-31.481616,-2.936059,-0.203950,0.053863,0.284399,0.935212
1474477827.160923,278,-46.046525,-31.256835,-2.930028,-0.204452,0.062245,0.235819,0.948005
1474477829.821489,279,-45.302612,-31.138475,-3.103611,-0.160123,0.025042,0.107247,0.980934
