%time,field.header.seq,field.header.stamp,field.header.frame_id,field.header_dvl,field.date,field.salinity,field.temperature,field.depth,field.sound_speed,field.test,field.wi_x_axis,field.wi_y_axis,field.wi_z_axis,field.wi_error,field.wi_status,field.bi_x_axis,field.bi_y_axis,field.bi_z_axis,field.bi_error,field.bi_status,field.ws_transverse,field.ws_longitudinal,field.ws_normal,field.ws_status,field.bs_transverse,field.bs_longitudinal,field.bs_normal,field.bs_status,field.we_east,field.we_north,field.we_upwards,field.we_status,field.be_east,field.be_north,field.be_upwards,field.be_status,field.wd_east,field.wd_north,field.wd_upwards,field.wd_range,field.wd_time,field.bd_east,field.bd_north,field.bd_upwards,field.bd_range,field.bd_time,field.raw_data
1475331479254983946,2141,1475331479260490894,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.300149202414,0.139451447543,0.0239072426059,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6756076813,0.0,
1475331479456455950,2142,1475331479460721969,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.308293641109,0.206575088933,-0.0516463006438,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6630592346,0.0,
1475331479657748374,2143,1475331479660218000,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.278231625919,0.186005809201,0.0105279353968,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.650560379,0.0,
1475331479859002099,2144,1475331479860690116,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.306589227372,0.226069424149,-0.0182129257467,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6420173645,0.0,
1475331480060239717,2145,1475331480060375928,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.226403740788,0.143303151898,-0.00833717338344,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6295814514,0.0,
1475331480261599104,2146,1475331480260448932,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.26996819733,0.166330245545,0.00679813203198,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6169586182,0.0,
1475331480453619297,2147,1475331480460164070,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.294979260158,0.21497095764,-0.00192511033308,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6064586639,0.0,
1475331480655668830,2148,1475331480660239934,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.255925466273,0.143028918434,-0.0429869798303,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5909862518,0.0,
1475331480857031712,2149,1475331480860356092,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.245586594193,0.140225528114,-0.0315544688659,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5653743744,0.0,
1475331481058281719,2150,1475331481060252904,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.230212031636,0.169509042318,0.036311861128,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5454292297,0.0,
1475331481259530687,2151,1475331481260282039,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.264815656501,0.110361810045,0.0115452904848,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5257663727,0.0,
1475331481460857442,2152,1475331481460860967,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.303076895209,0.16555706186,0.0303709593667,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5066871643,0.0,
1475331481652073586,2153,1475331481660159111,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.301011656006,0.102905702572,-0.00383747374429,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4928379059,0.0,
1475331481853678407,2154,1475331481860227108,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.300146709837,0.123963947162,-0.0532523148572,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4834766388,0.0,
1475331482055139437,2155,1475331482060591936,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.300800159155,0.16676310967,0.0201702306306,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4757633209,0.0,
1475331482256383592,2156,1475331482260196924,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.303876060197,0.148765862824,-0.0341355399172,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4636135101,0.0,
1475331482457569149,2157,1475331482460686922,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.262429725744,0.166250923976,0.0316322210577,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4458351135,0.0,
1475331482658786546,2158,1475331482660186052,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.30845390678,0.160472383029,0.0368407589683,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4366912842,0.0,
1475331482860077116,2159,1475331482861032962,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.280404981282,0.184020235404,0.0548813450431,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4270820618,0.0,
1475331483051963663,2160,1475331483060272932,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.252033183876,0.165576727622,-0.0191272626505,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4206027985,0.0,
1475331483253623574,2161,1475331483260251998,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.266065619456,0.158525856708,0.00976758654213,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4096641541,0.0,
1475331483454863186,2162,1475331483460452079,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.253255473878,0.206170215374,-0.0143310015576,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3994312286,0.0,
1475331483656173365,2163,1475331483660305976,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.213443366221,0.15151798839,-0.0507124511763,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3859939575,0.0,
1475331483857432832,2164,1475331483860258102,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.238120407782,0.128438853755,0.00249641558554,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3724594116,0.0,
1475331484058614232,2165,1475331484060573101,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.278103508936,0.162782087377,-0.00411370235202,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3574848175,0.0,
1475331484259889139,2166,1475331484260191917,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.247987879096,0.151667194071,0.062639467106,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3453083038,0.0,
1475331484461241833,2167,1475331484460360050,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.251337801207,0.15809016445,-0.0343413294591,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3294830322,0.0,
1475331484652738947,2168,1475331484660478115,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.304106424318,0.181431571613,-0.010447075823,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3184261322,0.0,
1475331484853988634,2169,1475331484860441923,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.280405425578,0.138023146079,-0.00506510534385,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3098011017,0.0,
1475331485055382830,2170,1475331485060626983,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.297419029895,0.1104760308,0.0110362219571,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2858486176,0.0,
1475331485256535293,2171,1475331485260302066,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.271137347801,0.152261914761,-0.0274102637168,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2657718658,0.0,
1475331485457772514,2172,1475331485460602998,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.260030156187,0.195079501017,0.00331310200841,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2455768585,0.0,
1475331485659065307,2173,1475331485660525083,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.260557323559,0.160361338533,-0.0360976653498,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2260131836,0.0,
1475331485860318358,2174,1475331485860814094,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.27245496725,0.167929382049,0.0459929700675,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2050476074,0.0,
1475331486062363792,2175,1475331486061125040,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.17886791621,0.137587923157,-0.00902975058811,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1905231476,0.0,
1475331486253645154,2176,1475331486260179042,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.221565901057,0.154987040571,0.079722902673,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.16614151,0.0,
1475331486454924238,2177,1475331486460189104,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.326179879614,0.16469562376,0.0229035753345,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1510982513,0.0,
1475331486656217210,2178,1475331486660453081,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.251443547473,0.172792205729,0.0841444442066,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.140630722,0.0,
1475331486857402421,2179,1475331486860411882,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.209232748457,0.163682328347,0.036490296506,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1289386749,0.0,
1475331487058622826,2180,1475331487060434103,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.283868971161,0.14394815696,-0.018996176481,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.118309021,0.0,
1475331487259859660,2181,1475331487260514974,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.214951840798,0.16069141808,-0.0135680220775,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1090526581,0.0,
1475331487461156694,2182,1475331487460810899,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.207840614297,0.166563646591,0.000270940077694,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1006584167,0.0,
1475331487654044870,2183,1475331487660305023,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.160258985754,0.135568737108,0.00111605387637,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0826969147,0.0,
1475331487855296228,2184,1475331487860243082,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.289226360137,0.127622973994,-0.00279167747992,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0677261353,0.0,
1475331488056606953,2185,1475331488060640096,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.26527712681,0.202645823118,-0.024644753747,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0533390045,0.0,
1475331488257811986,2186,1475331488261198043,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.28433292831,0.184470013933,-0.0325156511393,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0432395935,0.0,
1475331488459882251,2187,1475331488460293054,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.204320769823,0.149021344064,-0.0171837192987,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0265102386,0.0,
1475331488661181520,2188,1475331488660304069,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.241154935365,0.150720434277,-0.0895250710679,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0156040192,0.0,
1475331488862531060,2189,1475331488860771894,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.222433338999,0.116277737987,-0.00232032956989,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9975004196,0.0,
1475331489054611990,2190,1475331489060175895,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.192182617702,0.142609832687,-0.014112301558,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9847631454,0.0,
1475331489255980447,2191,1475331489260339975,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.221367167514,0.215286962634,-0.00792431637249,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9723520279,0.0,
1475331489457254204,2192,1475331489460216045,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.25185774323,0.159435131499,-0.000198299116909,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9659795761,0.0,
1475331489658561890,2193,1475331489660387992,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.245506791829,0.135010804992,-0.0267550874287,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9598360062,0.0,
1475331489859784361,2194,1475331489860327959,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.209687660373,0.184042890475,0.0125423280944,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9516916275,0.0,
1475331490051127595,2195,1475331490060206890,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.197955014153,0.212589397882,-0.00155232873572,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.944234848,0.0,
1475331490253773640,2196,1475331490260267019,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.176034040956,0.16059350802,0.0513083004294,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9349775314,0.0,
1475331490455315794,2197,1475331490460866928,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.20733535783,0.189379166716,-0.0415255930452,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9294748306,0.0,
1475331490656662790,2198,1475331490660373926,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.232552171435,0.14310000911,0.00449224527221,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9195375443,0.0,
1475331490857986403,2199,1475331490860193967,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.207581209209,0.211297850182,0.0187064116123,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9135971069,0.0,
1475331491059419406,2200,1475331491060554981,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.198774833499,0.177008695507,0.0247480312671,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9062433243,0.0,
