%time,field.header.seq,field.header.stamp,field.header.frame_id,field.header_dvl,field.date,field.salinity,field.temperature,field.depth,field.sound_speed,field.test,field.wi_x_axis,field.wi_y_axis,field.wi_z_axis,field.wi_error,field.wi_status,field.bi_x_axis,field.bi_y_axis,field.bi_z_axis,field.bi_error,field.bi_status,field.ws_transverse,field.ws_longitudinal,field.ws_normal,field.ws_status,field.bs_transverse,field.bs_longitudinal,field.bs_normal,field.bs_status,field.we_east,field.we_north,field.we_upwards,field.we_status,field.be_east,field.be_north,field.be_upwards,field.be_status,field.wd_east,field.wd_north,field.wd_upwards,field.wd_range,field.wd_time,field.bd_east,field.bd_north,field.bd_upwards,field.bd_range,field.bd_time,field.raw_data
1475331081855299621,154,1475331081860223054,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0316418132538,-0.0305691935167,0.0321665960464,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331082056583260,155,1475331082060362100,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0378250013578,-0.0493805271728,0.0367605221956,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331082257773610,156,1475331082260258913,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.027507868658,-0.0540286379444,-0.0129979123459,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331082459004551,157,1475331082460299968,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0150550374694,-0.0145970700604,-0.0201679678214,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331082660227854,158,1475331082660937070,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.000360207536389,0.0351872425371,0.0211392177284,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331082851404993,159,1475331082860263109,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0136504722671,0.0183771442363,0.0247217804043,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896366119,0.0,
1475331083053101779,160,1475331083060261964,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0210875869525,-0.0139363507097,-0.0118122457137,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331083254340039,161,1475331083260746955,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0650333784741,0.0136106283836,0.0378440722317,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331083455801261,162,1475331083460360050,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.050848019557,-0.0535801868635,0.062414232062,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331083657111606,163,1475331083660407066,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.00658430863063,0.0210593639426,0.00348213302202,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896366119,0.0,
1475331083858403365,164,1475331083860222101,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0079451727899,0.0232697978655,0.0171076278382,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896366119,0.0,
1475331084059709929,165,1475331084061265945,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0365967247917,-0.0384374973802,0.0220197596321,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331084260924263,166,1475331084260222911,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0220068864827,-0.000431733443897,-0.0095963247471,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331084452068177,167,1475331084460299015,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.00519614235242,-0.00747313490759,0.0311164513455,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2896347046,0.0,
1475331084653354383,168,1475331084660273075,dvl,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,-0.0247054640471,0.0529034042208,-0.00603399237734,0.0,A,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28947258,0.0,
