%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1475331077558065837,263,1475331077560103893,sparus2,0.0022050654066,0.00292305151777,0.0408855954383,0.999157125552,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.0108163155534,-0.0044504000287,0.0762380166846,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331077658665873,264,1475331077660449028,sparus2,0.0028663810944,0.00191763471061,0.0405842330755,0.999170168971,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0124012239022,-0.0206465679128,0.0366702350154,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331077759299593,265,1475331077760683059,sparus2,0.00240233390147,0.00323560108874,0.0412392649802,0.999141172558,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.0080780567142,0.0264067494191,0.0458540827364,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331077859924569,266,1475331077860999107,sparus2,0.00199244928368,0.00307221307524,0.039375518694,0.999217774151,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.00844091774294,-0.00284921798527,0.0448533982173,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331077960686282,267,1475331077960067987,sparus2,0.00238371820276,0.002121386582,0.0398983312781,0.999198649302,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.00715630667479,-0.0195125660412,0.0548400668615,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078061338263,268,1475331078061197996,sparus2,0.00205402678005,0.0031055796578,0.0386661557931,0.999245247547,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.00582246045754,0.0197978523974,0.0301661587346,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078151870127,269,1475331078160402059,sparus2,0.00162677314912,0.00265167586582,0.0406243180651,0.999169648761,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.00887374873443,-0.0088939712963,0.0502553942889,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078262755587,270,1475331078261689901,sparus2,0.00202383662294,0.0025646860444,0.0398364122411,0.999200874064,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.00778563954297,-0.00201730326162,0.0618299342636,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078353351646,271,1475331078360431909,sparus2,0.00255924546789,0.00274549163741,0.0401535757781,0.99918647053,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0109205390389,0.00318712838916,0.0612473213781,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078453992360,272,1475331078460587978,sparus2,0.00227974119723,0.00269611125053,0.0399453941509,0.999195626116,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.00562413538032,-0.000750760355007,0.0615816372971,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078554638712,273,1475331078560137033,sparus2,0.00259104908255,0.0030631332323,0.040401099713,0.9991754875,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.00652831000023,0.00704671457797,0.0514920814521,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078655199055,274,1475331078660871028,sparus2,0.00232972417136,0.00237845722993,0.0398194330274,0.999201345115,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.0057889821737,-0.0134118262112,0.0541321075623,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078755804759,275,1475331078760201930,sparus2,0.0031468352916,0.00272680736494,0.0395209994543,0.999210064276,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0167173947505,0.00637806212671,0.0454677672212,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078856464020,276,1475331078861399888,sparus2,0.00183292258806,0.0016110644307,0.0402503571608,0.999186646035,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,-0.0270130034725,-0.0212040838695,0.0541551509527,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331078957041173,277,1475331078960486888,sparus2,0.00274765738835,0.00273084081752,0.039809290498,0.999199786468,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0184943960845,0.0209148468136,0.0491160491452,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475331079057617684,278,1475331079060771942,sparus2,0.00291586242541,0.00261348160028,0.039656271925,0.999205708329,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.00334562169556,-0.00253463633848,0.0500821232698,0.001,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
